0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:00.583
0.012983, 0.014020, 0.020221, 0.024580, 0.026677, 0.013718, 0.019818, 0.026631, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.069
0.012997, 0.014036, 0.020161, 0.024552, 0.026691, 0.013654, 0.019797, 0.026632, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.070
0.012996, 0.014034, 0.020151, 0.024556, 0.026694, 0.013650, 0.019812, 0.026644, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.071
0.012983, 0.014018, 0.020206, 0.024583, 0.026682, 0.013714, 0.019837, 0.026647, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.071
0.012983, 0.014019, 0.020224, 0.024584, 0.026678, 0.013724, 0.019826, 0.026634, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.072
0.012999, 0.014038, 0.020166, 0.024557, 0.026692, 0.013662, 0.019802, 0.026633, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.073
0.013000, 0.014039, 0.020143, 0.024554, 0.026698, 0.013643, 0.019811, 0.026646, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.074
0.012985, 0.014022, 0.020196, 0.024582, 0.026683, 0.013704, 0.019836, 0.026648, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.075
0.012980, 0.014018, 0.020228, 0.024588, 0.026676, 0.013729, 0.019830, 0.026636, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.075
0.012994, 0.014034, 0.020178, 0.024561, 0.026689, 0.013674, 0.019803, 0.026632, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.076
0.013001, 0.014042, 0.020139, 0.024551, 0.026699, 0.013637, 0.019805, 0.026643, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.077
0.012989, 0.014026, 0.020185, 0.024578, 0.026689, 0.013692, 0.019834, 0.026651, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.077
0.012979, 0.014016, 0.020229, 0.024591, 0.026677, 0.013732, 0.019834, 0.026639, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.078
0.012989, 0.014028, 0.020191, 0.024567, 0.026684, 0.013686, 0.019805, 0.026629, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.078
0.012998, 0.014039, 0.020141, 0.024550, 0.026696, 0.013638, 0.019801, 0.026638, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.079
0.012990, 0.014029, 0.020171, 0.024572, 0.026691, 0.013679, 0.019829, 0.026650, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.079
0.012982, 0.014018, 0.020222, 0.024591, 0.026678, 0.013731, 0.019837, 0.026644, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.080
0.012990, 0.014029, 0.020199, 0.024573, 0.026685, 0.013699, 0.019814, 0.026634, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.081
0.012998, 0.014039, 0.020142, 0.024549, 0.026697, 0.013640, 0.019800, 0.026638, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.081
0.012988, 0.014027, 0.020163, 0.024563, 0.026688, 0.013667, 0.019821, 0.026648, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.082
0.012979, 0.014016, 0.020221, 0.024588, 0.026677, 0.013729, 0.019838, 0.026645, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.083
0.012983, 0.014022, 0.020212, 0.024575, 0.026680, 0.013709, 0.019817, 0.026632, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.083
0.012997, 0.014038, 0.020151, 0.024549, 0.026694, 0.013645, 0.019799, 0.026634, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.083
0.012993, 0.014032, 0.020153, 0.024559, 0.026691, 0.013655, 0.019816, 0.026645, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.084
0.012979, 0.014015, 0.020214, 0.024586, 0.026677, 0.013721, 0.019836, 0.026643, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.084
0.012982, 0.014019, 0.020223, 0.024581, 0.026676, 0.013719, 0.019821, 0.026631, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.085
0.012994, 0.014035, 0.020161, 0.024552, 0.026689, 0.013653, 0.019797, 0.026630, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.085
0.012996, 0.014037, 0.020145, 0.024555, 0.026694, 0.013644, 0.019811, 0.026645, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.086
0.012981, 0.014020, 0.020201, 0.024583, 0.026680, 0.013709, 0.019836, 0.026647, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.086
0.012974, 0.014012, 0.020224, 0.024582, 0.026669, 0.013722, 0.019822, 0.026630, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 12:04:01.086
