%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%5 Columns before Timestamp are Frequency Power factors DELTA THETA ALPHA BETA GAMMA
%Last Column = Timestamp 
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.280, 0.226, 0.914,0.0,0.0,0.0,0.0,0.0, 14:38:15.444
41587.898438, 31587.394531, 112782.140625, 64122.257813, 89064.234375, 72909.468750, 84571.937500, 100818.453125, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.929
41544.695313, 31539.853516, 112798.718750, 64322.863281, 89022.632813, 73030.234375, 84569.609375, 100805.445313, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.929
41517.066406, 31507.443359, 112785.710938, 64656.664063, 88989.867188, 73100.929688, 84559.218750, 100775.718750, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.930
41567.246094, 31560.595703, 112770.382813, 64503.308594, 89033.390625, 72995.945313, 84564.539063, 100791.609375, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.930
41604.753906, 31597.675781, 112780.507813, 64154.847656, 89069.218750, 72908.015625, 84570.570313, 100817.742188, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.932
41560.632813, 31548.279297, 112796.242188, 64268.148438, 89031.734375, 73001.843750, 84565.070313, 100802.117188, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.933
41511.414063, 31503.017578, 112791.054688, 64649.757813, 88988.125000, 73101.062500, 84558.281250, 100768.656250, 0.284, 0.228, 0.910,0.0,0.0,0.0,0.0,0.0, 14:38:15.933
41564.050781, 31559.433594, 112770.718750, 64579.351563, 89032.093750, 73017.242188, 84572.070313, 100787.078125, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.934
41627.820313, 31623.359375, 112787.773438, 64192.644531, 89091.007813, 72912.195313, 84592.585938, 100829.656250, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.934
41575.113281, 31561.376953, 112800.468750, 64208.109375, 89053.437500, 72979.921875, 84579.492188, 100812.289063, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.935
41529.964844, 31514.460938, 112803.484375, 64591.488281, 89006.789063, 73101.781250, 84571.328125, 100781.015625, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.935
41546.617188, 31536.343750, 112776.687500, 64629.687500, 89018.007813, 73045.632813, 84564.804688, 100776.992188, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.936
41606.632813, 31591.931641, 112765.351563, 64235.781250, 89065.867188, 72912.234375, 84572.335938, 100811.234375, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.936
41589.824219, 31576.240234, 112791.835938, 64154.578125, 89055.289063, 72956.695313, 84578.257813, 100818.054688, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.937
41520.753906, 31509.521484, 112794.070313, 64525.574219, 88994.296875, 73087.992188, 84560.937500, 100781.351563, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.937
41531.281250, 31522.574219, 112772.523438, 64669.988281, 88997.671875, 73066.304688, 84560.265625, 100770.507813, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.939
41594.785156, 31590.076172, 112764.679688, 64325.792969, 89046.484375, 72922.898438, 84561.429688, 100797.023438, 0.282, 0.234, 0.916,0.0,0.0,0.0,0.0,0.0, 14:38:15.940
41592.773438, 31578.341797, 112784.593750, 64146.644531, 89051.960938, 72927.328125, 84570.546875, 100815.125000, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.942
41535.886719, 31522.597656, 112803.820313, 64481.203125, 89002.203125, 73066.109375, 84565.835938, 100783.695313, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.943
41536.000000, 31524.787109, 112788.710938, 64721.867188, 88992.257813, 73080.726563, 84554.679688, 100760.742188, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.943
41606.117188, 31598.972656, 112770.851563, 64405.320313, 89054.507813, 72942.164063, 84568.421875, 100793.351563, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.944
41609.894531, 31603.509766, 112796.085938, 64146.554688, 89075.921875, 72917.914063, 84582.640625, 100818.835938, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.944
41555.468750, 31550.023438, 112817.945313, 64437.417969, 89025.789063, 73055.312500, 84577.140625, 100795.234375, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.944
41530.457031, 31509.677734, 112793.960938, 64730.023438, 89003.007813, 73102.539063, 84571.640625, 100773.687500, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.945
41582.445313, 31567.792969, 112772.640625, 64501.230469, 89054.820313, 72980.632813, 84582.578125, 100797.023438, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:38:15.945
