%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%5 Columns before Timestamp are Frequency Power factors DELTA THETA ALPHA BETA GAMMA
%Last Column = Timestamp 
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
80047.87500089647.726563155314.640625147292.140625106944.50781391911.015625125759.539063115538.109375, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:34.557
80032.27343889628.257813155300.828125147443.609375106923.67968891910.031250125743.664063115527.242188, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:34.558
80045.25781389645.445313155287.734375147403.625000106930.85156391882.406250125695.031250115506.835938, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:34.558
80062.82812589666.390625155312.718750147244.546875106959.24218891877.375000125705.578125115518.617188, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:34.558
80046.82812589649.359375155315.765625147293.500000106945.85156391901.671875125746.820313115531.156250, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.559
80031.69531389632.367188155305.718750147440.781250106926.82812591912.695313125750.773438115524.492188, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.566
80031.28906389635.054688155284.406250147451.703125106926.85156391889.742188125713.226563115501.898438, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.566
80058.07031389656.015625155294.531250147264.843750106950.81250091877.710938125706.007813115505.476563, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.566
80062.28906389655.148438155317.890625147254.046875106959.53125091907.398438125764.210938115537.125000, , 0.478, 0.292, 0.810,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.567
80040.47656389635.250000155307.578125147395.640625106940.48437591918.640625125776.281250115533.367188, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.567
80037.03125089632.257813155285.187500147443.562500106935.75000091898.500000125744.117188115511.218750, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.568
80052.78906389651.031250155288.671875147267.125000106957.09375091874.984375125718.296875115503.171875, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.569
80046.96093889643.101563155304.203125147242.468750106957.38281391893.000000125761.773438115515.132813, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.569
80020.85156389618.218750155287.484375147389.031250106920.61718891902.906250125762.445313115511.953125, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.569
80019.48437589614.062500155270.875000147489.515625106908.43750091891.234375125742.617188115496.804688, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.570
80050.73437589645.445313155281.187500147322.484375106933.06250091872.257813125707.726563115495.546875, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.570
80053.21875089647.414063155303.218750147257.718750106951.61718891891.929688125758.757813115517.609375, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.570
80031.42187589629.281250155300.609375147382.093750106937.89062591908.562500125792.015625115519.960938, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.571
80023.46875089616.945313155284.531250147524.593750106923.41406391897.250000125778.625000115492.757813, , 0.476, 0.296, 0.812,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.571
80048.96875089643.656250155278.453125147390.109375106932.17187591864.390625125716.757813115471.898438, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.572
80065.06250089658.523438155312.000000147272.578125106953.96875091880.914063125757.906250115499.554688, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.572
80058.26562589650.921875155317.343750147349.218750106946.65625091907.929688125796.773438115512.070313, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.573
80034.75781389628.031250155298.281250147497.125000106926.63281391904.000000125793.242188115499.414063, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.573
80050.02343889642.156250155285.828125147427.609375106936.60156391875.726563125748.140625115483.234375, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.573
80064.48437589654.226563155311.562500147277.812500106962.50000091882.835938125775.695313115505.164063, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.573
80045.95312589638.609375155318.000000147339.468750106951.48437591908.156250125815.414063115520.000000, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.573
80021.76562589617.437500155299.281250147489.093750106924.28125091909.500000125808.914063115507.593750, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.574
80031.38281389629.687500155272.562500147454.718750106920.10156391876.531250125755.875000115483.101563, , 0.472, 0.294, 0.818,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.575
80055.96875089654.007813155291.156250147281.109375106944.84375091871.054688125759.226563115493.117188, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.575
80045.75000089646.562500155303.625000147316.234375106943.83593891899.062500125803.679688115509.898438, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.575
80023.06250089627.585938155291.937500147468.875000106924.50781391908.601563125806.476563115504.937500, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.576
80023.57812589628.953125155272.953125147491.843750106922.67187591879.257813125769.687500115478.250000, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.576
80051.22656389653.289063155290.484375147305.406250106943.10156391865.710938125758.132813115479.101563, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.576
80033.46093889637.578125155301.687500147322.984375106940.71093891892.445313125815.773438115503.125000, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.576
80018.66406389620.968750155287.375000147477.125000106921.03906391904.804688125825.164063115501.320313, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.577
80026.90625089627.500000155276.921875147524.093750106923.00781391888.820313125795.968750115481.421875, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.577
80050.68750089651.304688155283.125000147348.218750106942.89843891863.859375125768.632813115469.507813, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.577
80056.07812589652.062500155309.640625147316.125000106952.98437591891.976563125824.445313115499.078125, , 0.468, 0.290, 0.820,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.577
80038.50781389630.671875155304.203125147456.109375106932.39843891909.968750125845.031250115503.460938, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.578
80033.72656389625.328125155286.656250147558.296875106921.84375091897.476563125819.773438115486.359375, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.578
80048.21093889643.992188155282.062500147383.234375106934.99218891865.289063125765.687500115464.460938, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.578
80039.74218889637.062500155299.453125147311.375000106943.64062591883.414063125808.578125115485.421875, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.578
80029.83593889626.445313155296.625000147419.203125106934.29687591910.484375125832.203125115500.468750, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.578
80030.06250089623.765625155293.984375147531.328125106935.57031391909.789063125825.296875115495.125000, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.579
80039.93750089634.937500155278.234375147427.562500106936.64062591871.585938125772.679688115464.882813, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.579
80049.64062589642.789063155304.937500147321.750000106957.16406391882.585938125807.171875115483.460938, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.579
80027.55468889624.367188155295.281250147425.890625106932.10156391903.531250125836.898438115494.296875, , 0.468, 0.290, 0.816,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.580
80022.77343889618.132813155285.546875147559.703125106920.01562591905.117188125826.484375115489.132813, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.580
80040.18750089633.460938155276.125000147481.187500106926.17968891876.195313125776.210938115470.359375, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.580
80056.21093889646.875000155300.046875147334.375000106951.37500091882.343750125779.523438115490.054688, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.581
80047.49218889637.312500155305.218750147390.328125106948.86718891904.804688125812.335938115502.320313, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.582
80031.44531389621.351563155291.000000147538.390625106922.53906391908.718750125813.539063115490.031250, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.582
80038.62500089631.921875155275.593750147517.859375106922.74218891887.171875125767.789063115471.859375, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.582
80062.82812589653.757813155294.125000147345.062500106951.72656391882.523438125765.414063115486.851563, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.582
80059.65625089646.335938155310.953125147388.875000106951.32812591912.492188125824.109375115510.992188, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.583
80046.53125089633.937500155299.328125147539.359375106933.89062591920.632813125833.742188115501.406250, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.583
80047.15625089639.031250155281.453125147567.468750106930.64843891894.273438125804.265625115470.203125, , 0.470, 0.294, 0.810,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.583
80074.04687589665.226563155296.031250147385.828125106955.28125091877.265625125776.304688115470.359375, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.584
80074.49218889665.046875155319.421875147366.312500106960.73437591906.054688125830.507813115500.132813, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.584
80058.91406389647.945313155314.109375147509.125000106941.69531391916.023438125845.007813115498.257813, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.584
80051.16406389639.296875155295.250000147593.281250106926.20312591893.046875125807.882813115474.296875, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.584
80073.21875089660.484375155292.921875147415.984375106938.21093891866.359375125757.101563115465.914063, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.585
80074.69531389660.039063155317.437500147346.312500106955.01562591890.273438125812.062500115493.984375, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.585
80057.19531389639.765625155311.562500147476.937500106931.77343891909.898438125839.828125115499.414063, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.585
80054.02343889636.171875155295.640625147580.343750106927.42968891899.734375125819.507813115484.265625, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.585
80075.61718889660.312500155294.734375147434.968750106943.10156391868.843750125773.617188115465.578125, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.586
80086.21093889670.367188155323.406250147333.390625106958.59375091886.367188125812.625000115489.539063, , 0.472, 0.296, 0.818,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.586
80067.18750089652.601563155321.187500147450.750000106944.31250091914.351563125852.054688115504.804688, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.586
80057.06250089641.132813155303.562500147578.078125106931.88281391912.289063125836.335938115489.382813, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.586
80072.19531389656.625000155291.406250147454.000000106936.64062591878.046875125776.343750115465.773438, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.587
80077.35937589662.609375155314.125000147321.750000106953.22656391884.976563125804.484375115485.335938, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.587
80072.79687589655.882813155325.218750147391.125000106953.64843891916.046875125851.093750115511.820313, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.588
80058.13281389640.234375155314.640625147541.000000106940.93750091921.367188125855.492188115510.703125, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.588
80065.03906389648.195313155296.828125147490.531250106939.77343891882.679688125810.273438115476.906250, , 0.000, 0.000, 0.000,5.8289425E-4,7.72124E-4,9.490901E-4,0.002985819,0.003792104, 22:47:34.589
80074.38281389660.039063155311.359375147329.234375106951.57031391872.101563125809.492188115476.906250, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.022
80059.21093889646.921875155314.281250147377.765625106932.79687591896.265625125841.523438115495.171875, , 0.472, 0.298, 0.812,0.0,0.0,0.0,0.0,0.0, 22:47:35.023
80049.01562589635.210938155304.765625147558.875000106915.96875091904.289063125848.656250115495.234375, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.023
80057.19531389642.945313155286.906250147562.390625106918.74218891876.507813125798.539063115467.296875, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.024
80082.03125089662.882813155304.625000147376.468750106951.43750091866.625000125796.328125115476.906250, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.024
80077.85156389657.335938155324.140625147377.921875106960.98437591899.328125125854.156250115505.179688, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.025
80051.92187589635.898438155311.093750147542.906250106933.75781391909.562500125860.140625115500.218750, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.025
80059.00781389644.710938155294.906250147576.937500106929.64843891893.937500125824.492188115481.671875, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.025
80087.82031389673.140625155310.390625147380.062500106952.31250091877.539063125816.156250115481.648438, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.026
80077.60156389659.414063155326.203125147358.312500106954.63281391898.210938125872.617188115498.523438, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.026
80057.10937589636.148438155309.703125147490.796875106923.99218891910.257813125871.632813115495.437500, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.027
80057.61718889634.804688155295.906250147576.609375106922.49218891896.445313125856.945313115480.101563, , 0.470, 0.292, 0.814,0.0,0.0,0.0,0.0,0.0, 22:47:35.027
80080.55468889658.679688155294.546875147414.015625106941.53906391871.234375125812.625000115468.148438, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.027
80084.10937589659.414063155322.843750147345.203125106964.17968891895.976563125861.390625115499.218750, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.028
80058.82812589636.328125155314.796875147474.031250106941.69531391915.000000125886.335938115503.531250, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.028
80050.24218889628.320313155298.375000147585.796875106927.07812591907.039063125866.890625115484.914063, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.029
80070.56250089652.015625155293.390625147449.062500106940.32812591872.796875125820.960938115462.757813, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.029
80076.43750089654.453125155316.406250147341.703125106951.43750091887.953125125846.578125115483.101563, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.029
80057.64062589634.156250155315.578125147457.296875106939.72656391912.671875125881.843750115492.484375, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.030
80048.21093889624.593750155301.718750147590.125000106923.45312591912.960938125861.414063115483.593750, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.030
80069.68750089643.906250155291.562500147483.796875106932.06250091880.578125125804.937500115460.968750, , 0.470, 0.290, 0.814,0.0,0.0,0.0,0.0,0.0, 22:47:35.030
80080.50781389654.898438155311.671875147349.046875106953.60937591882.562500125826.882813115467.609375, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.030
80062.10937589638.984375155311.140625147418.796875106935.32031391907.507813125868.125000115481.312500, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.031
80043.33593889621.796875155294.109375147567.187500106910.17968891907.796875125864.437500115469.484375, , 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 22:47:35.031
