%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%5 Columns before Timestamp are Frequency Power factors DELTA THETA ALPHA BETA GAMMA
%Last Column = Timestamp 
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.280, 0.392, 0.864,0.0,0.0,0.0,0.0,0.0, 21:47:59.095
, 65927.14, 104885.52, 154218.77, 137554.48, 97588.09, 67177.14, 99840.45, 101173.98, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.576
, 65967.55, 104921.79, 154254.86, 137462.36, 97646.32, 67109.21, 99894.88, 101047.78, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.577
, 65930.16, 104875.56, 154211.11, 137533.13, 97606.48, 67199.55, 99883.17, 101116.47, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.578
, 65876.38, 104817.72, 154156.17, 137649.89, 97547.13, 67294.15, 99836.84, 101255.84, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.578
, 65900.63, 104849.84, 154187.94, 137614.56, 97563.64, 67231.23, 99817.01, 101242.45, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.579
, 65978.88, 104930.95, 154273.66, 137466.83, 97661.63, 67113.55, 99905.63, 101054.71, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.579
, 65964.06, 104907.64, 154249.47, 137515.59, 97642.09, 67186.15, 99922.11, 101075.99, 0.298, 0.386, 0.858,0.0,0.0,0.0,0.0,0.0, 21:47:59.579
, 65897.57, 104836.31, 154176.42, 137637.44, 97559.48, 67287.17, 99847.05, 101212.27, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.580
, 65919.70, 104858.49, 154202.06, 137623.17, 97577.86, 67251.10, 99830.22, 101210.46, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.580
, 65977.25, 104921.50, 154262.09, 137495.17, 97645.45, 67131.14, 99877.05, 101047.45, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.580
, 65963.39, 104895.98, 154241.16, 137517.36, 97638.70, 67181.01, 99897.54, 101057.91, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.581
, 65889.97, 104821.16, 154169.16, 137631.08, 97567.57, 67282.73, 99851.34, 101187.84, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.581
, 65873.65, 104809.31, 154156.05, 137660.91, 97541.34, 67284.59, 99814.38, 101253.48, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.581
, 65960.55, 104907.40, 154254.30, 137506.11, 97628.82, 67139.61, 99863.14, 101075.23, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.582
, 65965.59, 104903.98, 154250.81, 137494.61, 97639.57, 67156.46, 99897.38, 101037.57, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.582
, 65906.98, 104841.73, 154187.00, 137601.42, 97581.43, 67255.34, 99863.37, 101148.99, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.582
, 65877.65, 104807.23, 154152.67, 137662.98, 97546.05, 67283.30, 99823.40, 101233.51, 0.312, 0.386, 0.856,0.0,0.0,0.0,0.0,0.0, 21:47:59.583
, 65946.23, 104884.93, 154230.92, 137535.36, 97612.21, 67150.45, 99840.14, 101093.61, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.584
, 65979.64, 104912.76, 154261.20, 137485.70, 97658.77, 67137.64, 99896.98, 101008.67, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.584
, 65912.86, 104835.87, 154190.69, 137585.00, 97592.12, 67236.88, 99851.03, 101110.21, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.584
, 65887.64, 104811.93, 154170.81, 137657.89, 97566.12, 67287.51, 99824.48, 101202.26, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.585
, 65941.66, 104872.39, 154232.98, 137558.39, 97625.04, 67173.77, 99846.58, 101087.46, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.585
, 65977.97, 104902.25, 154264.67, 137484.86, 97675.13, 67126.58, 99906.30, 100978.61, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.585
, 65936.99, 104858.40, 154222.81, 137563.27, 97642.59, 67220.52, 99899.71, 101050.91, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.586
, 65887.60, 104802.70, 154166.23, 137667.30, 97580.16, 67301.68, 99845.55, 101173.45, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.586
, 65945.71, 104866.05, 154226.86, 137594.83, 97614.55, 67213.48, 99840.21, 101102.34, 0.316, 0.378, 0.862,0.0,0.0,0.0,0.0,0.0, 21:47:59.586
, 66001.34, 104916.07, 154278.13, 137491.66, 97672.18, 67133.28, 99894.62, 100958.83, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 21:47:59.587
