%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%5 Columns before Timestamp are Frequency Power factors DELTA THETA ALPHA BETA GAMMA
%Last Column = Timestamp 
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
0.0000000.0000000.0000000.0000000.0000000.0000000.0000000.000000,0.0,0.0,0.0,0.0,0.0, 22:28:01.071
86123.39062593045.031250166276.609375147981.390625111605.07031391748.117188108885.179688114432.078125,0.0,0.0,0.0,0.0,0.0, 22:28:01.086
86131.79687593057.171875166289.171875147922.453125111592.32812591719.914063108824.000000114408.179688,0.0,0.0,0.0,0.0,0.0, 22:28:01.254
86159.24218893082.320313166320.703125147820.656250111617.94531391710.765625108797.109375114418.953125,0.0,0.0,0.0,0.0,0.0, 22:28:01.254
86150.75000093070.562500166306.296875147883.812500111629.46093891746.421875108867.695313114451.921875,0.0,0.0,0.0,0.0,0.0, 22:28:01.255
86123.25781393044.921875166276.953125147980.140625111606.14843891758.312500108895.703125114448.414063,0.0,0.0,0.0,0.0,0.0, 22:28:01.255
86127.66406393046.710938166284.515625147939.312500111594.54687591722.125000108839.601563114410.398438,0.0,0.0,0.0,0.0,0.0, 22:28:01.255
86153.63281393072.796875166314.203125147825.562500111618.70312591703.523438108797.578125114413.750000,0.0,0.0,0.0,0.0,0.0, 22:28:01.255
86151.21875093071.117188166309.437500147860.671875111628.92187591738.039063108855.156250114447.140625,0.0,0.0,0.0,0.0,0.0, 22:28:01.255
86130.07812593048.875000166282.125000147961.531250111602.18750091754.156250108891.210938114441.375000,0.0,0.0,0.0,0.0,0.0, 22:28:01.255
86130.27343893048.609375166282.718750147965.328125111596.02343891731.804688108858.062500114413.078125,0.0,0.0,0.0,0.0,0.0, 22:28:01.255
86160.32031393082.453125166320.687500147832.828125111614.03906391704.015625108787.968750114403.757813,0.0,0.0,0.0,0.0,0.0, 22:28:01.255
86159.60156393077.375000166313.562500147851.953125111628.35937591727.421875108845.882813114429.531250,0.0,0.0,0.0,0.0,0.0, 22:28:01.255
86137.04687593055.093750166289.984375147953.078125111608.75781391751.335938108893.804688114438.242188,0.0,0.0,0.0,0.0,0.0, 22:28:01.256
86128.89062593047.718750166281.781250147986.796875111594.96875091740.562500108878.789063114422.148438,0.0,0.0,0.0,0.0,0.0, 22:28:01.256
86164.32031393081.867188166318.671875147867.875000111614.19531391713.273438108808.000000114412.382813,0.0,0.0,0.0,0.0,0.0, 22:28:01.256
86169.14843893092.085938166324.484375147837.625000111632.96875091727.625000108833.101563114436.882813,0.0,0.0,0.0,0.0,0.0, 22:28:01.256
86142.21093893069.820313166296.218750147927.234375111619.03906391743.000000108883.140625114435.203125,0.0,0.0,0.0,0.0,0.0, 22:28:01.256
86127.79687593055.093750166280.515625147985.953125111602.78906391743.335938108888.578125114425.546875,0.0,0.0,0.0,0.0,0.0, 22:28:01.256
86153.78906393078.492188166312.343750147883.156250111612.15625091715.507813108818.484375114413.750000,0.0,0.0,0.0,0.0,0.0, 22:28:01.256
86162.21875093082.406250166319.375000147818.812500111630.44531391712.867188108827.195313114422.468750,0.0,0.0,0.0,0.0,0.0, 22:28:01.256
86148.22656393064.210938166299.718750147897.312500111625.77343891745.054688108885.421875114444.929688,0.0,0.0,0.0,0.0,0.0, 22:28:01.256
86136.26562593052.562500166283.500000147967.968750111607.60156391747.562500108891.640625114431.695313,0.0,0.0,0.0,0.0,0.0, 22:28:01.257
86155.82031393071.117188166308.656250147893.546875111618.43750091716.554688108835.109375114411.421875,0.0,0.0,0.0,0.0,0.0, 22:28:01.257
86168.32031393085.828125166323.953125147809.625000111635.82812591706.343750108821.539063114419.109375,0.0,0.0,0.0,0.0,0.0, 22:28:01.257
86150.57031393071.500000166306.859375147879.984375111635.98437591742.867188108884.375000114448.171875,0.0,0.0,0.0,0.0,0.0, 22:28:01.257
86124.86718893046.085938166279.312500147963.781250111611.50781391752.140625108898.007813114441.710938,0.0,0.0,0.0,0.0,0.0, 22:28:01.257
86121.02343893045.484375166278.687500147913.265625111594.96875091715.125000108833.367188114406.125000,0.0,0.0,0.0,0.0,0.0, 22:28:01.257
86155.35156393078.695313166313.843750147796.531250111620.82812591704.976563108795.054688114412.609375,0.0,0.0,0.0,0.0,0.0, 22:28:01.257
86163.60156393080.726563166314.156250147852.000000111639.69531391743.562500108866.070313114450.406250,0.0,0.0,0.0,0.0,0.0, 22:28:01.257
86143.37500093058.132813166290.937500147963.453125111622.10156391760.750000108908.132813114456.328125,0.0,0.0,0.0,0.0,0.0, 22:28:01.258
86135.82031393055.804688166291.093750147944.453125111606.25781391726.351563108865.218750114423.312500,0.0,0.0,0.0,0.0,0.0, 22:28:01.258
86162.39843893088.171875166326.453125147806.093750111623.13281391698.523438108799.210938114409.500000,0.0,0.0,0.0,0.0,0.0, 22:28:01.258
86156.60937593080.281250166314.031250147841.390625111631.42187591724.781250108858.671875114439.875000,0.0,0.0,0.0,0.0,0.0, 22:28:01.258
86137.00781393057.015625166288.500000147945.718750111610.14843891746.914063108897.429688114443.296875,0.0,0.0,0.0,0.0,0.0, 22:28:01.258
86136.82812593057.234375166291.828125147964.453125111601.85156391735.289063108872.039063114424.429688,0.0,0.0,0.0,0.0,0.0, 22:28:01.258
86164.29687593089.914063166328.375000147834.921875111619.08593891704.687500108804.804688114414.281250,0.0,0.0,0.0,0.0,0.0, 22:28:01.258
86167.22656393092.914063166326.750000147840.359375111638.28906391729.742188108856.593750114444.617188,0.0,0.0,0.0,0.0,0.0, 22:28:01.258
86140.46875093058.843750166294.046875147931.796875111616.31250091748.343750108898.007813114444.210938,0.0,0.0,0.0,0.0,0.0, 22:28:01.258
86128.37500093047.156250166283.546875147963.828125111599.43750091740.500000108883.945313114428.523438,0.0,0.0,0.0,0.0,0.0, 22:28:01.259
86148.56250093073.132813166313.296875147855.109375111612.75781391710.343750108817.812500114416.851563,0.0,0.0,0.0,0.0,0.0, 22:28:01.259
86159.19531393083.054688166320.671875147827.390625111634.28906391719.304688108848.429688114430.578125,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.404
86136.44531393058.601563166289.062500147922.859375111616.93750091743.828125108900.507813114438.085938,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.404
86124.28906393043.398438166274.109375147969.578125111589.33593891741.773438108885.023438114425.171875,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.405
86145.22656393064.750000166301.156250147868.562500111597.31250091710.390625108817.359375114404.921875,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.405
86160.71875093082.320313166316.671875147813.687500111624.32031391716.734375108829.320313114422.398438,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.405
86141.40625093065.304688166293.734375147886.828125111609.52343891739.359375108883.320313114435.695313,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.405
86127.17187593045.234375166278.890625147970.593750111591.46093891749.015625108898.234375114431.023438,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.412
86147.95312593064.773438166307.046875147900.187500111606.07812591718.726563108837.320313114406.867188,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.412
86154.25781393071.742188166313.421875147810.828125111621.76562591703.171875108821.343750114407.265625,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.412
86149.16406393065.265625166303.437500147865.453125111623.53125091733.546875108874.359375114431.476563,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.412
86136.20312593049.992188166285.625000147952.703125111607.08593891753.640625108900.625000114438.625000,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.412
86141.85156393053.484375166294.828125147919.453125111598.23437591726.617188108850.625000114416.429688,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.412
86171.33593893083.812500166331.421875147816.593750111627.93750091712.843750108819.148438114422.734375,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.412
86163.98437593076.882813166320.078125147870.750000111632.76562591740.875000108884.976563114447.320313,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.413
86145.56250093055.625000166295.937500147967.109375111613.03125091760.078125108917.070313114450.585938,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.413
86143.71093893051.851563166294.765625147951.875000111601.78906391736.046875108875.320313114428.007813,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.413
86160.29687593070.781250166314.812500147822.250000111605.85156391695.367188108808.710938114406.281250,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.413
86158.90625093072.820313166313.937500147837.140625111620.27343891723.195313108859.023438114431.945313,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.413
86139.66406393053.773438166295.093750147949.640625111609.65625091756.054688108915.265625114446.757813,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.413
86129.51562593050.242188166290.718750147958.625000111588.19531391740.140625108882.007813114424.250000,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.413
86143.66406393065.195313166309.000000147845.000000111591.84375091702.031250108809.789063114403.976563,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.414
86154.39062593065.085938166313.000000147834.859375111610.34375091718.304688108842.085938114422.421875,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.414
86138.83593893046.328125166289.343750147924.484375111598.16406391744.429688108888.867188114435.695313,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.414
86135.50781393040.921875166282.875000147966.468750111585.17968891742.757813108876.507813114428.117188,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.414
86152.46875093059.632813166308.109375147861.390625111594.32031391707.773438108811.375000114407.531250,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.414
86159.60156393069.617188166317.359375147823.531250111617.41406391718.460938108833.296875114427.093750,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.414
86144.98437593054.867188166298.734375147901.062500111610.82031391748.898438108884.328125114440.390625,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.414
86128.28906393036.921875166279.671875147968.203125111587.36718891752.296875108892.062500114429.687500,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.414
86148.78125093055.492188166305.796875147882.531250111589.15625091717.921875108826.281250114408.359375,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.414
86172.83593893073.351563166326.515625147824.703125111623.04687591720.851563108836.898438114428.414063,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.415
86164.82812593064.750000166310.406250147907.296875111620.27343891755.609375108903.414063114456.039063,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.415
86132.08593893038.218750166278.062500147973.578125111588.89062591752.609375108903.710938114438.804688,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.415
86140.71093893052.523438166290.875000147895.828125111580.68750091717.382813108832.539063114407.554688,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.415
86169.03125093079.945313166317.843750147808.421875111612.40625091713.335938108817.945313114420.679688,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.415
86156.22656393065.929688166298.453125147882.093750111617.09375091746.015625108887.812500114446.671875,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.415
86134.81250093044.140625166277.906250147963.609375111595.90625091758.984375108906.632813114440.257813,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.415
86146.65625093053.929688166294.421875147927.218750111593.49218891735.625000108857.570313114422.398438,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.415
86173.05468893080.773438166326.609375147817.875000111614.82031391714.343750108813.812500114424.921875,0.113020234,0.17811954,0.20621763,0.4834378,0.4094473, 22:28:01.415
86157.39062593069.484375166312.312500147865.765625111620.42968891738.085938108879.750000114443.210938,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.871
86132.06250093044.765625166286.609375147965.125000111594.60937591754.062500108912.718750114441.015625,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.871
86144.24218893054.375000166300.640625147951.015625111592.68750091735.687500108877.218750114423.429688,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.871
86169.67968893081.781250166336.062500147832.671875111614.25781391707.796875108824.250000114415.398438,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.871
86163.20312593077.171875166329.421875147848.062500111627.78125091734.437500108877.601563114446.382813,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.871
86127.77343893044.812500166291.515625147948.968750111604.80468891751.226563108914.593750114445.109375,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.871
86126.71875093041.164063166290.625000147964.718750111591.01562591743.648438108885.085938114429.171875,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.871
86157.96875093070.109375166325.781250147843.343750111604.13281391713.492188108815.796875114419.023438,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.872
86176.96875093086.765625166341.281250147831.890625111634.53125091737.453125108862.226563114449.601563,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.872
86151.48437593060.570313166313.218750147937.265625111621.70312591770.781250108921.234375114467.015625,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.872
86139.37500093046.867188166298.937500147989.593750111604.00000091761.218750108915.796875114447.093750,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.872
86163.55468893073.148438166328.531250147891.109375111612.71875091727.804688108848.898438114426.328125,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.872
86173.32812593080.843750166336.171875147855.375000111640.39062591736.007813108873.710938114448.328125,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.872
86149.70312593053.703125166305.218750147931.937500111623.26562591761.554688108922.375000114460.398438,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.873
86132.15625093039.046875166286.171875147997.265625111601.38281391767.203125108924.296875114453.984375,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.873
86153.58593893064.476563166317.796875147899.859375111606.83593891725.187500108844.273438114417.437500,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.873
86180.99218893090.945313166346.171875147831.796875111641.43750091732.203125108848.273438114435.359375,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.873
86160.58593893072.593750166322.156250147893.796875111630.84375091758.335938108902.273438114455.835938,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.873
86135.68750093046.664063166292.968750147978.578125111606.57031391767.406250108920.562500114451.703125,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.873
86143.82031393054.890625166305.312500147912.703125111605.89843891732.804688108856.992188114424.117188,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.873
86172.05468893080.531250166331.890625147810.812500111635.78125091719.015625108837.140625114429.257813,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.873
86157.32031393066.046875166314.156250147873.546875111634.57812591753.546875108901.359375114457.710938,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.873
86120.97656393033.906250166277.843750147968.859375111604.02343891756.234375108920.273438114441.398438,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.874
86126.54687593040.203125166286.515625147925.625000111596.53125091728.429688108864.101563114419.851563,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.874
86166.86718893075.789063166326.609375147809.203125111624.69531391716.734375108822.171875114432.523438,9.20962,16.663807,17.604813,33.39098,21.284817, 22:28:01.874
