0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 10:23:04.600
0.007385, 0.009284, 0.037500, 0.037500, 0.010453, 0.006087, 0.008185, 0.012720, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 10:23:05.079
0.007307, 0.009206, 0.037500, 0.037500, 0.010524, 0.006179, 0.008272, 0.012695, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 10:23:05.079
0.007364, 0.009265, 0.037500, 0.037500, 0.010511, 0.006154, 0.008251, 0.012644, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 10:23:05.079
0.007447, 0.009348, 0.037500, 0.037500, 0.010437, 0.006060, 0.008161, 0.012663, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 10:23:05.079
0.007393, 0.009292, 0.037500, 0.037500, 0.010446, 0.006077, 0.008174, 0.012711, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 10:23:05.080
0.007306, 0.009205, 0.037500, 0.037500, 0.010521, 0.006174, 0.008265, 0.012698, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 10:23:05.080
0.007340, 0.009241, 0.037500, 0.037500, 0.010526, 0.006173, 0.008268, 0.012646, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 10:23:05.080
0.007443, 0.009345, 0.037500, 0.037500, 0.010450, 0.006076, 0.008175, 0.012653, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 10:23:05.080
0.007420, 0.009319, 0.037500, 0.037500, 0.010435, 0.006063, 0.008160, 0.012708, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 10:23:05.080
0.007316, 0.009215, 0.037500, 0.037500, 0.010508, 0.006160, 0.008250, 0.012710, 0, 1, 1, 0, 1,0.0,0.0,0.0,0.0,0.0, 10:23:05.080
