0	0	0	0	0	0	0	0	0	 14:35:18.617				
-62793.07	-72843.73	-130111.6	-137206.09	-70995.64	-69445.13	-104234	-100604.1	0	 14:35:18.633			-83137.04	0
-62738.53	-72786.38	-130063.39	-137141.3	-71111.09	-69634.84	-104287.72	-100733.3	0	 14:35:19.111			-83166.28333	0
-62685.89	-72731.5	-130006.32	-137084.78	-71241.65	-69964.35	-104236.22	-100714.99	0	 14:35:19.111			-83185.07778	0
-62738.42	-72786.35	-130045.4	-137142.97	-71117.59	-69784.34	-104170.41	-100598.38	0	 14:35:19.111			-83153.76222	0
-62782.18	-72829.83	-130095.42	-137176.55	-71011.87	-69462.94	-104232.53	-100637.52	0	 14:35:19.111			-83136.53778	0
-62738.82	-72783.2	-130060.02	-137132.02	-71119.52	-69592.83	-104278.08	-100712.22	0	 14:35:19.111			-83157.41222	0
-62667.96	-72712.03	-129992.38	-137065.05	-71277.95	-69966.28	-104235.73	-100699.39	0	 14:35:19.112			-83179.64111	0
-62716.73	-72770.98	-130034.45	-137117.84	-71188.59	-69881.09	-104182.73	-100621.02	0	 14:35:19.112			-83168.15889	0
-62789.04	-72844.04	-130107.8	-137193.53	-71033.26	-69496.8	-104226.25	-100606.56	0	 14:35:19.112			-83144.14222	0
-62750.13	-72801.04	-130072.17	-137155.31	-71097.84	-69539.98	-104276.3	-100679.23	0	 14:35:19.112			-83152.44444	0
-62686.31	-72733.91	-130009.34	-137088.66	-71248.95	-69904.54	-104256.04	-100708.27	0	 14:35:19.112			-83181.78	0
-62696.6	-72750.39	-130011.95	-137101.08	-71216.37	-69936.39	-104184.49	-100628.02	0	 14:35:19.112			-83169.47667	0
-62783.59	-72843.93	-130098.13	-137191.47	-71041.46	-69543.12	-104210.96	-100584.91	0	 14:35:19.112			-83144.17444	0
-62769.73	-72824.98	-130095.66	-137176.19	-71094.77	-69482.67	-104267.94	-100636.76	0	 14:35:19.112			-83149.85556	0
-62677.69	-72727.66	-129999.13	-137072.22	-71259.73	-69848.35	-104246.14	-100705.13	0	 14:35:19.112			-83170.67222	0
-62705.83	-72758.14	-130015.58	-137097.97	-71245.49	-69959.51	-104193.86	-100662.71	0	 14:35:19.112			-83182.12111	0
-62794.92	-72848.18	-130099.3	-137188.72	-71058.88	-69580.53	-104205.7	-100622.34	0	 14:35:19.113			-83155.39667	0
-62781.13	-72831.81	-130098.86	-137176.81	-71067.86	-69448.77	-104257.85	-100675.54	0	 14:35:19.113			-83148.73667	0
-62696.71	-72739.55	-130022.69	-137095.63	-71235.32	-69781.98	-104251.41	-100699.23	0	 14:35:19.113			-83169.16889	0
-62686.45	-72734.16	-130007.66	-137085.92	-71287.58	-70002.04	-104194.8	-100649.59	0	 14:35:19.113			-83183.13333	0
-62770.76	-72822.14	-130089.14	-137173.7	-71123.05	-69676.91	-104180.54	-100589.41	0	 14:35:19.113			-83158.40556	0
-62789.04	-72847.73	-130115.29	-137200.08	-71065.02	-69450.2	-104254.03	-100623.51	0	 14:35:19.113			-83149.43333	0
-62727.17	-72780.05	-130057.38	-137132.39	-71187.94	-69697.03	-104275.16	-100698.88	0	 14:35:19.113			-83172.88889	0
-62699.05	-72744.78	-130019.16	-137090.78	-71286.3	-69985.66	-104232.26	-100720.09	0	 14:35:19.113			-83197.56444	0
-62755.88	-72812.3	-130072.15	-137158.5	-71133.48	-69733.35	-104190.41	-100609.58	0	 14:35:19.114			-83162.85	0
-62786.32	-72843.38	-130109.12	-137197.48	-71050.38	-69444.5	-104237.27	-100605.84	0	 14:35:19.114			-83141.58778	0
-62724.25	-72770.93	-130045.26	-137113.28	-71183.2	-69645.71	-104272.31	-100704.73	0	 14:35:19.114			-83162.18556	0
-62682.52	-72727.01	-130002.46	-137068.64	-71298.95	-69988.31	-104235.26	-100698.94	0	 14:35:19.114			-83189.12111	0
-62745.34	-72800.12	-130061.06	-137137.95	-71172.11	-69818.6	-104199.27	-100622.45	0	 14:35:19.114			-83172.98889	0
