0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.270, 0.162, 0.938,0.0,0.0,0.0,0.0,0.0, 14:35:13.879
0.007673, 0.005323, 0.021481, 0.012800, 0.016878, 0.013698, 0.015678, 0.019527, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:35:14.366
0.007663, 0.005313, 0.021479, 0.012908, 0.016867, 0.013728, 0.015678, 0.019517, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:35:14.367
0.007681, 0.005331, 0.021473, 0.012865, 0.016878, 0.013685, 0.015676, 0.019521, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:35:14.368
0.007691, 0.005341, 0.021474, 0.012746, 0.016890, 0.013646, 0.015675, 0.019530, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:35:14.368
0.007676, 0.005326, 0.021479, 0.012775, 0.016878, 0.013686, 0.015677, 0.019527, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:35:14.369
0.007664, 0.005313, 0.021479, 0.012891, 0.016865, 0.013727, 0.015678, 0.019518, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:35:14.370
0.007677, 0.005328, 0.021473, 0.012878, 0.016873, 0.013694, 0.015675, 0.019519, 0.272, 0.186, 0.932,0.0,0.0,0.0,0.0,0.0, 14:35:14.370
0.007693, 0.005344, 0.021474, 0.012755, 0.016888, 0.013647, 0.015672, 0.019528, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:35:14.371
0.007682, 0.005331, 0.021482, 0.012755, 0.016882, 0.013677, 0.015676, 0.019528, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:35:14.371
0.007666, 0.005316, 0.021483, 0.012872, 0.016867, 0.013725, 0.015679, 0.019519, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:35:14.372
0.007674, 0.005325, 0.021476, 0.012887, 0.016871, 0.013703, 0.015676, 0.019517, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:35:14.372
0.007694, 0.005345, 0.021474, 0.012766, 0.016889, 0.013649, 0.015674, 0.019527, 0.000, 0.000, 0.000,0.0,0.0,0.0,0.0,0.0, 14:35:14.373
